X1,X2,X3
CPCT02020386T.purple.somatic.vcf.gz,126,0
CPCT02020387T.purple.somatic.vcf.gz,165,223
CPCT02020388T.purple.somatic.vcf.gz,116,0
CPCT02020389T.purple.somatic.vcf.gz,19,0
CPCT02020393T.purple.somatic.vcf.gz,120,1
CPCT02020394T.purple.somatic.vcf.gz,29,1
CPCT02020398T.purple.somatic.vcf.gz,23,0
CPCT02020399T.purple.somatic.vcf.gz,213,2
CPCT02020401T.purple.somatic.vcf.gz,59,0
CPCT02020403T.purple.somatic.vcf.gz,155,0
CPCT02020405T.purple.somatic.vcf.gz,55,0
CPCT02020406T.purple.somatic.vcf.gz,19,0
CPCT02020407T.purple.somatic.vcf.gz,48,0
CPCT02020408T.purple.somatic.vcf.gz,1154,2
CPCT02020409T.purple.somatic.vcf.gz,185,1
CPCT02020410T.purple.somatic.vcf.gz,1980,4
CPCT02020412T.purple.somatic.vcf.gz,1813,11
CPCT02020413T.purple.somatic.vcf.gz,170,0
CPCT02020413TII.purple.somatic.vcf.gz,148,0
CPCT02020414T.purple.somatic.vcf.gz,92,0
CPCT02020415T.purple.somatic.vcf.gz,8,0
CPCT02020417T.purple.somatic.vcf.gz,407,1
CPCT02020419T.purple.somatic.vcf.gz,37,0
CPCT02020420T.purple.somatic.vcf.gz,59,0
CPCT02020421T.purple.somatic.vcf.gz,167,0
CPCT02020422T.purple.somatic.vcf.gz,17,0
CPCT02020423T.purple.somatic.vcf.gz,2975,17
CPCT02020424T.purple.somatic.vcf.gz,23,0
CPCT02020426T.purple.somatic.vcf.gz,3454,18
CPCT02020428T.purple.somatic.vcf.gz,10,0
CPCT02020429T.purple.somatic.vcf.gz,538,1
CPCT02020433T.purple.somatic.vcf.gz,21,0
CPCT02020434T.purple.somatic.vcf.gz,82,0
CPCT02020436T.purple.somatic.vcf.gz,186,1
CPCT02020438T.purple.somatic.vcf.gz,52,1
CPCT02020441T.purple.somatic.vcf.gz,82,0
CPCT02020442T.purple.somatic.vcf.gz,263,2
CPCT02020444T.purple.somatic.vcf.gz,58,0
CPCT02020445T.purple.somatic.vcf.gz,286,0
CPCT02020447T.purple.somatic.vcf.gz,55,0
CPCT02020448T.purple.somatic.vcf.gz,52,0
CPCT02020449T.purple.somatic.vcf.gz,19,1
CPCT02020450T.purple.somatic.vcf.gz,14,0
CPCT02020452T.purple.somatic.vcf.gz,781,2
CPCT02020454T.purple.somatic.vcf.gz,153,3
CPCT02020458T.purple.somatic.vcf.gz,262,0
CPCT02020459T.purple.somatic.vcf.gz,116,1
CPCT02020460T.purple.somatic.vcf.gz,12,1
CPCT02020464T.purple.somatic.vcf.gz,377,0
CPCT02020465T.purple.somatic.vcf.gz,18,0
CPCT02020466T.purple.somatic.vcf.gz,184,0
CPCT02020468T.purple.somatic.vcf.gz,7,0
CPCT02020473T.purple.somatic.vcf.gz,11,0
CPCT02020474T.purple.somatic.vcf.gz,18,0
CPCT02020475T.purple.somatic.vcf.gz,32,0
CPCT02020476T.purple.somatic.vcf.gz,90,2
CPCT02020478T.purple.somatic.vcf.gz,21,1
CPCT02020480T.purple.somatic.vcf.gz,64,0
CPCT02020482T.purple.somatic.vcf.gz,1037,1
CPCT02020483T.purple.somatic.vcf.gz,27,0
CPCT02020485T.purple.somatic.vcf.gz,521,2
CPCT02020486T.purple.somatic.vcf.gz,363,1
CPCT02020487T.purple.somatic.vcf.gz,21,0
CPCT02020490T.purple.somatic.vcf.gz,29,0
CPCT02020491T.purple.somatic.vcf.gz,2127,12
CPCT02020492T.purple.somatic.vcf.gz,138,0
CPCT02020493T.purple.somatic.vcf.gz,88,0
CPCT02020493TII.purple.somatic.vcf.gz,107,1
CPCT02020494T.purple.somatic.vcf.gz,16,0
CPCT02020497T.purple.somatic.vcf.gz,175,0
CPCT02020499T.purple.somatic.vcf.gz,17,1
CPCT02020500T.purple.somatic.vcf.gz,34,0
CPCT02020501T.purple.somatic.vcf.gz,16,0
CPCT02020502T.purple.somatic.vcf.gz,12,0
CPCT02020503T.purple.somatic.vcf.gz,303,0
CPCT02020505T.purple.somatic.vcf.gz,61,1
CPCT02020506T.purple.somatic.vcf.gz,3129,37
CPCT02020506TII.purple.somatic.vcf.gz,3151,41
CPCT02020508T.purple.somatic.vcf.gz,47,0
CPCT02020509T.purple.somatic.vcf.gz,119,0
CPCT02020511T.purple.somatic.vcf.gz,3385,29
CPCT02020512T.purple.somatic.vcf.gz,27,1
CPCT02020513T.purple.somatic.vcf.gz,18,0
CPCT02020514T.purple.somatic.vcf.gz,145,25
CPCT02020516T.purple.somatic.vcf.gz,106,1
CPCT02020517T.purple.somatic.vcf.gz,1645,3
CPCT02020519T.purple.somatic.vcf.gz,2339,11
CPCT02020520T.purple.somatic.vcf.gz,4311,41
CPCT02020521T.purple.somatic.vcf.gz,75,0
CPCT02020523T.purple.somatic.vcf.gz,40,1
CPCT02020525T.purple.somatic.vcf.gz,33,0
CPCT02020526T.purple.somatic.vcf.gz,164,0
CPCT02020527T.purple.somatic.vcf.gz,48,1
CPCT02020533T.purple.somatic.vcf.gz,27,0
CPCT02020535T.purple.somatic.vcf.gz,2103,6
CPCT02020536T.purple.somatic.vcf.gz,283,0
CPCT02020539T.purple.somatic.vcf.gz,34,0
CPCT02020540T.purple.somatic.vcf.gz,502,6
CPCT02020541T.purple.somatic.vcf.gz,26,2
CPCT02020542T.purple.somatic.vcf.gz,40,1
CPCT02020543T.purple.somatic.vcf.gz,35,2
CPCT02020544T.purple.somatic.vcf.gz,126,6
CPCT02020545T.purple.somatic.vcf.gz,30,0
CPCT02020546T.purple.somatic.vcf.gz,36,2
CPCT02020553T.purple.somatic.vcf.gz,14,1
CPCT02020554T.purple.somatic.vcf.gz,130,4
CPCT02020555T.purple.somatic.vcf.gz,1449,2
CPCT02020559T.purple.somatic.vcf.gz,71,1
CPCT02020560T.purple.somatic.vcf.gz,20,0
CPCT02020561T.purple.somatic.vcf.gz,42,1
CPCT02020565T.purple.somatic.vcf.gz,21,0
CPCT02020566T.purple.somatic.vcf.gz,35,7
CPCT02020568T.purple.somatic.vcf.gz,27,0
CPCT02020572T.purple.somatic.vcf.gz,363,2
CPCT02020573T.purple.somatic.vcf.gz,741,2
CPCT02020574T.purple.somatic.vcf.gz,5,1
CPCT02020577T.purple.somatic.vcf.gz,56,0
CPCT02020578T.purple.somatic.vcf.gz,6086,62
CPCT02020579T.purple.somatic.vcf.gz,21,0
CPCT02020580T.purple.somatic.vcf.gz,56,0
CPCT02020582T.purple.somatic.vcf.gz,17,1
CPCT02020583T.purple.somatic.vcf.gz,131,2
CPCT02020583TII.purple.somatic.vcf.gz,158,1
CPCT02020586T.purple.somatic.vcf.gz,209,1
CPCT02020587T.purple.somatic.vcf.gz,85,2
CPCT02020589T.purple.somatic.vcf.gz,86,0
CPCT02020591T.purple.somatic.vcf.gz,12,0
CPCT02020592T.purple.somatic.vcf.gz,16,0
CPCT02020593T.purple.somatic.vcf.gz,155,0
CPCT02020596T.purple.somatic.vcf.gz,36,0
CPCT02020597T.purple.somatic.vcf.gz,36,0
CPCT02020597TII.purple.somatic.vcf.gz,28,0
CPCT02020597TIII.purple.somatic.vcf.gz,36,0
CPCT02020598T.purple.somatic.vcf.gz,29,0
CPCT02020599T.purple.somatic.vcf.gz,61,0
CPCT02020600T.purple.somatic.vcf.gz,190,1
CPCT02020608T.purple.somatic.vcf.gz,11,0
CPCT02020609T.purple.somatic.vcf.gz,7662,224
CPCT02020610T.purple.somatic.vcf.gz,77,0
CPCT02020611T.purple.somatic.vcf.gz,773,2
CPCT02020613T.purple.somatic.vcf.gz,83,0
CPCT02020614T.purple.somatic.vcf.gz,113,0
CPCT02020615T.purple.somatic.vcf.gz,899,3
CPCT02020617T.purple.somatic.vcf.gz,64,0
CPCT02020619T.purple.somatic.vcf.gz,243,1
CPCT02020620T.purple.somatic.vcf.gz,55,1
CPCT02020621TII.purple.somatic.vcf.gz,368,1
CPCT02020622T.purple.somatic.vcf.gz,162,1
CPCT02020623T.purple.somatic.vcf.gz,73,0
CPCT02020626T.purple.somatic.vcf.gz,1089,3
CPCT02020628T.purple.somatic.vcf.gz,39,1
CPCT02020629T.purple.somatic.vcf.gz,59,4
CPCT02020630T.purple.somatic.vcf.gz,1153,3
CPCT02020632T.purple.somatic.vcf.gz,127,1
CPCT02020633T.purple.somatic.vcf.gz,45,0
CPCT02020633TII.purple.somatic.vcf.gz,405,1
CPCT02020635T.purple.somatic.vcf.gz,65,0
CPCT02020636T.purple.somatic.vcf.gz,217,0
CPCT02020637T.purple.somatic.vcf.gz,32,0
CPCT02020639T.purple.somatic.vcf.gz,1097,1
CPCT02020641T.purple.somatic.vcf.gz,24,0
CPCT02020642TII.purple.somatic.vcf.gz,741,14
CPCT02020643T.purple.somatic.vcf.gz,1063,6
CPCT02020646T.purple.somatic.vcf.gz,57,0
CPCT02020648T.purple.somatic.vcf.gz,97,1
CPCT02020650T.purple.somatic.vcf.gz,49,0
CPCT02020651T.purple.somatic.vcf.gz,105,1
CPCT02020653T.purple.somatic.vcf.gz,36,0
CPCT02020656T.purple.somatic.vcf.gz,59,0
CPCT02020656TII.purple.somatic.vcf.gz,63,0
CPCT02020657T.purple.somatic.vcf.gz,19,0
CPCT02020658T.purple.somatic.vcf.gz,27,0
CPCT02020659T.purple.somatic.vcf.gz,66,0
CPCT02020662T.purple.somatic.vcf.gz,1132,4
CPCT02020664T.purple.somatic.vcf.gz,81,0
CPCT02020665T.purple.somatic.vcf.gz,748,1
CPCT02020666T.purple.somatic.vcf.gz,6,0
CPCT02020667T.purple.somatic.vcf.gz,11,0
CPCT02020670T.purple.somatic.vcf.gz,3073,59
CPCT02020670TII.purple.somatic.vcf.gz,3089,61
CPCT02020671T.purple.somatic.vcf.gz,4566,36
CPCT02020672T.purple.somatic.vcf.gz,18,0
CPCT02020673T.purple.somatic.vcf.gz,177,0
CPCT02020678T.purple.somatic.vcf.gz,78,0
CPCT02020678TII.purple.somatic.vcf.gz,89,0
CPCT02020680T.purple.somatic.vcf.gz,209,56
CPCT02020682T.purple.somatic.vcf.gz,181,0
CPCT02020683T.purple.somatic.vcf.gz,98,0
CPCT02020684T.purple.somatic.vcf.gz,10,0
CPCT02020685T.purple.somatic.vcf.gz,31,0
CPCT02020686T.purple.somatic.vcf.gz,69,0
CPCT02020687T.purple.somatic.vcf.gz,7,0
CPCT02020688T.purple.somatic.vcf.gz,40,1
CPCT02020689T.purple.somatic.vcf.gz,10,0
CPCT02020690T.purple.somatic.vcf.gz,296,0
CPCT02020691T.purple.somatic.vcf.gz,94,0
CPCT02020692T.purple.somatic.vcf.gz,30,0
CPCT02020693T.purple.somatic.vcf.gz,52,1
CPCT02020694T.purple.somatic.vcf.gz,1136,1
CPCT02020695T.purple.somatic.vcf.gz,214,0
CPCT02020696T.purple.somatic.vcf.gz,53,0
CPCT02020700T.purple.somatic.vcf.gz,917,1
CPCT02020703T.purple.somatic.vcf.gz,203,2
CPCT02020704T.purple.somatic.vcf.gz,147,75
CPCT02020704TII.purple.somatic.vcf.gz,164,119
CPCT02020706T.purple.somatic.vcf.gz,4,0
CPCT02020711T.purple.somatic.vcf.gz,164,0
CPCT02020712T.purple.somatic.vcf.gz,173,2
CPCT02020714T.purple.somatic.vcf.gz,393,6
CPCT02020715T.purple.somatic.vcf.gz,29,0
CPCT02020716T.purple.somatic.vcf.gz,24,0
CPCT02020717T.purple.somatic.vcf.gz,59,0
CPCT02020718T.purple.somatic.vcf.gz,83,0
CPCT02020719T.purple.somatic.vcf.gz,339,0
CPCT02020720T.purple.somatic.vcf.gz,5,0
CPCT02020721T.purple.somatic.vcf.gz,10,0
CPCT02020723T.purple.somatic.vcf.gz,14,0
CPCT02020730T.purple.somatic.vcf.gz,140,0
CPCT02020731T.purple.somatic.vcf.gz,36,0
CPCT02020734T.purple.somatic.vcf.gz,25,0
CPCT02020736T.purple.somatic.vcf.gz,450,0
CPCT02020739T.purple.somatic.vcf.gz,3220,23
CPCT02020740T.purple.somatic.vcf.gz,116,1
CPCT02020741T.purple.somatic.vcf.gz,188,0
CPCT02020743T.purple.somatic.vcf.gz,527,0
CPCT02020744T.purple.somatic.vcf.gz,29,0
CPCT02020750T.purple.somatic.vcf.gz,8,0
CPCT02020752T.purple.somatic.vcf.gz,64,0
CPCT02020756T.purple.somatic.vcf.gz,33,0
CPCT02020757T.purple.somatic.vcf.gz,236,1
CPCT02020758T.purple.somatic.vcf.gz,12,0
CPCT02020759T.purple.somatic.vcf.gz,176,1
CPCT02020760T.purple.somatic.vcf.gz,21,0
CPCT02020762T.purple.somatic.vcf.gz,27,0
CPCT02020764T.purple.somatic.vcf.gz,84,0
CPCT02020765T.purple.somatic.vcf.gz,48,0
CPCT02020767T.purple.somatic.vcf.gz,47,0
CPCT02020770T.purple.somatic.vcf.gz,3801,34
CPCT02020773T.purple.somatic.vcf.gz,54,0
CPCT02020775T.purple.somatic.vcf.gz,13,1
CPCT02020778T.purple.somatic.vcf.gz,492,0
CPCT02020780T.purple.somatic.vcf.gz,15,0
CPCT02020781T.purple.somatic.vcf.gz,212,0
CPCT02020784T.purple.somatic.vcf.gz,99,0
CPCT02020785T.purple.somatic.vcf.gz,24589,243
CPCT02020787T.purple.somatic.vcf.gz,80,0
CPCT02020789T.purple.somatic.vcf.gz,1539,6
CPCT02020790T.purple.somatic.vcf.gz,34,0
CPCT02020791T.purple.somatic.vcf.gz,53,0
CPCT02020794T.purple.somatic.vcf.gz,80,1
CPCT02020795T.purple.somatic.vcf.gz,10,0
CPCT02020796T.purple.somatic.vcf.gz,166,10
CPCT02020797T.purple.somatic.vcf.gz,4,0
CPCT02020800T.purple.somatic.vcf.gz,52,1
CPCT02020801T.purple.somatic.vcf.gz,7,0
CPCT02020802T.purple.somatic.vcf.gz,59,3
CPCT02020804T.purple.somatic.vcf.gz,21,0
CPCT02020807T.purple.somatic.vcf.gz,22,0
CPCT02020808T.purple.somatic.vcf.gz,38,0
CPCT02020810T.purple.somatic.vcf.gz,987,2
CPCT02020812T.purple.somatic.vcf.gz,7,0
CPCT02020813T.purple.somatic.vcf.gz,916,2
CPCT02020815T.purple.somatic.vcf.gz,3824,20
CPCT02020817T.purple.somatic.vcf.gz,18,0
CPCT02020819T.purple.somatic.vcf.gz,901,1
CPCT02020820T.purple.somatic.vcf.gz,36,0
CPCT02020821T.purple.somatic.vcf.gz,982,6
CPCT02020822T.purple.somatic.vcf.gz,7855,36
CPCT02020824T.purple.somatic.vcf.gz,29,0
CPCT02020827T.purple.somatic.vcf.gz,110,0
CPCT02020828T.purple.somatic.vcf.gz,250,0
CPCT02020829T.purple.somatic.vcf.gz,25,0
CPCT02020830T.purple.somatic.vcf.gz,16,0
CPCT02020832T.purple.somatic.vcf.gz,115,1
CPCT02020837T.purple.somatic.vcf.gz,12,0
CPCT02020837TII.purple.somatic.vcf.gz,31,0
CPCT02020839T.purple.somatic.vcf.gz,20,0
CPCT02020840T.purple.somatic.vcf.gz,64,0
CPCT02020847T.purple.somatic.vcf.gz,62,1
CPCT02020848T.purple.somatic.vcf.gz,4,0
CPCT02020852T.purple.somatic.vcf.gz,133,0
CPCT02020853T.purple.somatic.vcf.gz,1002,1
CPCT02020854T.purple.somatic.vcf.gz,267,0
CPCT02020857T.purple.somatic.vcf.gz,16,0
CPCT02020859T.purple.somatic.vcf.gz,70,0
CPCT02020861T.purple.somatic.vcf.gz,179,0
CPCT02020863T.purple.somatic.vcf.gz,2465,22
CPCT02020865T.purple.somatic.vcf.gz,127,0
CPCT02020866T.purple.somatic.vcf.gz,47,0
CPCT02020867T.purple.somatic.vcf.gz,320,1
CPCT02020868T.purple.somatic.vcf.gz,483,1
CPCT02020872T.purple.somatic.vcf.gz,1182,5
CPCT02020876T.purple.somatic.vcf.gz,250,0
CPCT02020879T.purple.somatic.vcf.gz,16,0
CPCT02020886T.purple.somatic.vcf.gz,190,0
CPCT02020887T.purple.somatic.vcf.gz,27,0
CPCT02020888T.purple.somatic.vcf.gz,34,0
CPCT02020891T.purple.somatic.vcf.gz,1327,2
CPCT02020894T.purple.somatic.vcf.gz,219,1
CPCT02020895T.purple.somatic.vcf.gz,487,1
CPCT02020895TII.purple.somatic.vcf.gz,492,0
CPCT02020896T.purple.somatic.vcf.gz,66,0
CPCT02020897T.purple.somatic.vcf.gz,512,1
CPCT02020898T.purple.somatic.vcf.gz,17,0
CPCT02020901T.purple.somatic.vcf.gz,1155,0
CPCT02020902T.purple.somatic.vcf.gz,217,0
CPCT02020903T.purple.somatic.vcf.gz,25,0
CPCT02020906T.purple.somatic.vcf.gz,370,0
CPCT02020910T.purple.somatic.vcf.gz,1260,7
CPCT02020912T.purple.somatic.vcf.gz,355,0
CPCT02020914T.purple.somatic.vcf.gz,1062,4
CPCT02020915T.purple.somatic.vcf.gz,41,1
CPCT02020916T.purple.somatic.vcf.gz,355,2
CPCT02020918T.purple.somatic.vcf.gz,47,0
CPCT02020919T.purple.somatic.vcf.gz,1492,1
CPCT02020920T.purple.somatic.vcf.gz,49,0
CPCT02020922T.purple.somatic.vcf.gz,4,0
CPCT02020924T.purple.somatic.vcf.gz,11,0
CPCT02020924TII.purple.somatic.vcf.gz,35,0
CPCT02020925T.purple.somatic.vcf.gz,1481,6
CPCT02020930T.purple.somatic.vcf.gz,1083,2
CPCT02020931T.purple.somatic.vcf.gz,23,1
CPCT02020933T.purple.somatic.vcf.gz,62,1
CPCT02020934T.purple.somatic.vcf.gz,2529,20
CPCT02020937T.purple.somatic.vcf.gz,10,1
CPCT02020938T.purple.somatic.vcf.gz,38,1
CPCT02020938TII.purple.somatic.vcf.gz,40,0
CPCT02020939T.purple.somatic.vcf.gz,661,4
CPCT02020940T.purple.somatic.vcf.gz,31,0
CPCT02020940TII.purple.somatic.vcf.gz,32,2
CPCT02020942T.purple.somatic.vcf.gz,33,1
CPCT02020946T.purple.somatic.vcf.gz,84,0
CPCT02020947T.purple.somatic.vcf.gz,10,0
CPCT02020949T.purple.somatic.vcf.gz,2745,15
CPCT02020951T.purple.somatic.vcf.gz,82,1
CPCT02020952T.purple.somatic.vcf.gz,96,0
CPCT02020955T.purple.somatic.vcf.gz,86,0
CPCT02020956T.purple.somatic.vcf.gz,97,1
CPCT02020958T.purple.somatic.vcf.gz,133,2
CPCT02020958TII.purple.somatic.vcf.gz,169,1
CPCT02020959T.purple.somatic.vcf.gz,457,1
CPCT02020960T.purple.somatic.vcf.gz,861,4
CPCT02020964T.purple.somatic.vcf.gz,930,0
CPCT02020965T.purple.somatic.vcf.gz,84,0
CPCT02020966T.purple.somatic.vcf.gz,87,0
CPCT02020968T.purple.somatic.vcf.gz,72,0
CPCT02020969T.purple.somatic.vcf.gz,20,0
CPCT02020970T.purple.somatic.vcf.gz,19,0
CPCT02020971T.purple.somatic.vcf.gz,262,3
CPCT02020972T.purple.somatic.vcf.gz,213,4
CPCT02020973T.purple.somatic.vcf.gz,92,3
CPCT02020975T.purple.somatic.vcf.gz,30,0
CPCT02020977T.purple.somatic.vcf.gz,14,1
CPCT02020979T.purple.somatic.vcf.gz,31,2
CPCT02020981T.purple.somatic.vcf.gz,16,0
CPCT02020982T.purple.somatic.vcf.gz,152,0
CPCT02020983T.purple.somatic.vcf.gz,61,0
CPCT02020984T.purple.somatic.vcf.gz,230,3
CPCT02020986T.purple.somatic.vcf.gz,1374,542
CPCT02020988T.purple.somatic.vcf.gz,217,2
CPCT02020989T.purple.somatic.vcf.gz,150,2
CPCT02020991T.purple.somatic.vcf.gz,111,1
CPCT02020993T.purple.somatic.vcf.gz,41,0
CPCT02030243T.purple.somatic.vcf.gz,102,0
CPCT02030245T.purple.somatic.vcf.gz,64,0
CPCT02030246T.purple.somatic.vcf.gz,17,0
CPCT02030246TII.purple.somatic.vcf.gz,19,0
CPCT02030247T.purple.somatic.vcf.gz,556,2
CPCT02030250T.purple.somatic.vcf.gz,49,0
CPCT02030256T.purple.somatic.vcf.gz,614,0
CPCT02030257T.purple.somatic.vcf.gz,119,0
CPCT02030258T.purple.somatic.vcf.gz,41,0
CPCT02030259TII.purple.somatic.vcf.gz,112,0
CPCT02030259TIII.purple.somatic.vcf.gz,171,0
CPCT02030261T.purple.somatic.vcf.gz,58,0
CPCT02030262T.purple.somatic.vcf.gz,14,0
CPCT02030264T.purple.somatic.vcf.gz,5,0
CPCT02030265T.purple.somatic.vcf.gz,31,0
CPCT02030265TII.purple.somatic.vcf.gz,93,0
CPCT02030269T.purple.somatic.vcf.gz,27,0
CPCT02030270T.purple.somatic.vcf.gz,15,1
CPCT02030271T.purple.somatic.vcf.gz,51,0
CPCT02030272T.purple.somatic.vcf.gz,610,1
CPCT02030274T.purple.somatic.vcf.gz,17,0
CPCT02030275T.purple.somatic.vcf.gz,193,0
CPCT02030276T.purple.somatic.vcf.gz,24,0
CPCT02030277T.purple.somatic.vcf.gz,232,2
CPCT02030278T.purple.somatic.vcf.gz,170,2
CPCT02030279T.purple.somatic.vcf.gz,222,0
CPCT02030280T.purple.somatic.vcf.gz,233,0
CPCT02030284T.purple.somatic.vcf.gz,1161,3
CPCT02030286T.purple.somatic.vcf.gz,107,1
CPCT02030289T.purple.somatic.vcf.gz,94,0
CPCT02030289TIII.purple.somatic.vcf.gz,38,0
CPCT02030290T.purple.somatic.vcf.gz,214,1
CPCT02030291T.purple.somatic.vcf.gz,3300,28
CPCT02030293T.purple.somatic.vcf.gz,13,0
CPCT02030294T.purple.somatic.vcf.gz,420,1
CPCT02030296T.purple.somatic.vcf.gz,84,1
CPCT02030299T.purple.somatic.vcf.gz,234,0
CPCT02030300T.purple.somatic.vcf.gz,33,0
CPCT02030302T.purple.somatic.vcf.gz,110,0
CPCT02030303T.purple.somatic.vcf.gz,140,0
CPCT02030304T.purple.somatic.vcf.gz,62,1
CPCT02030305T.purple.somatic.vcf.gz,11,0
CPCT02030306T.purple.somatic.vcf.gz,394,1
CPCT02030307T.purple.somatic.vcf.gz,142,6
CPCT02030310T.purple.somatic.vcf.gz,264,0
CPCT02030314T.purple.somatic.vcf.gz,17,0
CPCT02030315T.purple.somatic.vcf.gz,98,0
CPCT02030318T.purple.somatic.vcf.gz,125,0
CPCT02030319T.purple.somatic.vcf.gz,38,0
CPCT02030320T.purple.somatic.vcf.gz,33,0
CPCT02030323T.purple.somatic.vcf.gz,523,1
CPCT02030324T.purple.somatic.vcf.gz,106,1
CPCT02030325T.purple.somatic.vcf.gz,35,0
CPCT02030326T.purple.somatic.vcf.gz,456,2
CPCT02030327T.purple.somatic.vcf.gz,39,0
CPCT02030328T.purple.somatic.vcf.gz,44,1
CPCT02030329T.purple.somatic.vcf.gz,20,0
CPCT02030330T.purple.somatic.vcf.gz,266,0
CPCT02030331T.purple.somatic.vcf.gz,55,0
CPCT02030332T.purple.somatic.vcf.gz,82,0
CPCT02030335T.purple.somatic.vcf.gz,399,2
CPCT02030336T.purple.somatic.vcf.gz,286,0
CPCT02030337TII.purple.somatic.vcf.gz,81,0
CPCT02030339T.purple.somatic.vcf.gz,1423,4
CPCT02030339TII.purple.somatic.vcf.gz,1533,6
CPCT02030340T.purple.somatic.vcf.gz,7,0
CPCT02030343T.purple.somatic.vcf.gz,42,0
CPCT02030347T.purple.somatic.vcf.gz,263,115
CPCT02030349T.purple.somatic.vcf.gz,144,18
CPCT02030350T.purple.somatic.vcf.gz,26,1
CPCT02030351T.purple.somatic.vcf.gz,135,0
CPCT02030353T.purple.somatic.vcf.gz,140,1
CPCT02030354T.purple.somatic.vcf.gz,38,0
CPCT02030355T.purple.somatic.vcf.gz,71,1
CPCT02030356T.purple.somatic.vcf.gz,68,1
CPCT02030357T.purple.somatic.vcf.gz,992,604
CPCT02030361T.purple.somatic.vcf.gz,588,1
CPCT02030363T.purple.somatic.vcf.gz,37,0
CPCT02030364T.purple.somatic.vcf.gz,28,0
CPCT02030365T.purple.somatic.vcf.gz,21,1
CPCT02030366T.purple.somatic.vcf.gz,27,0
CPCT02030367T.purple.somatic.vcf.gz,80,0
CPCT02030368T.purple.somatic.vcf.gz,11,0
CPCT02030369T.purple.somatic.vcf.gz,28,3
CPCT02030370T.purple.somatic.vcf.gz,48,0
CPCT02030371T.purple.somatic.vcf.gz,189,4
CPCT02030373T.purple.somatic.vcf.gz,164,2
CPCT02030374T.purple.somatic.vcf.gz,15,0
CPCT02030375T.purple.somatic.vcf.gz,11,0
CPCT02030376T.purple.somatic.vcf.gz,74,1
CPCT02030377T.purple.somatic.vcf.gz,7,1
CPCT02030380T.purple.somatic.vcf.gz,108,0
CPCT02030380TII.purple.somatic.vcf.gz,104,0
CPCT02030381T.purple.somatic.vcf.gz,102,0
CPCT02030382T.purple.somatic.vcf.gz,54,0
CPCT02030383T.purple.somatic.vcf.gz,23,2
CPCT02030384T.purple.somatic.vcf.gz,28,0
CPCT02030385T.purple.somatic.vcf.gz,57,0
CPCT02030386T.purple.somatic.vcf.gz,18,0
CPCT02030387T.purple.somatic.vcf.gz,26,2
CPCT02030392T.purple.somatic.vcf.gz,86,15
CPCT02030394T.purple.somatic.vcf.gz,11,2
CPCT02030396T.purple.somatic.vcf.gz,21,1
CPCT02030397T.purple.somatic.vcf.gz,20,1
CPCT02030398T.purple.somatic.vcf.gz,25,1
CPCT02030399T.purple.somatic.vcf.gz,29,0
CPCT02030400T.purple.somatic.vcf.gz,38,0
CPCT02030408T.purple.somatic.vcf.gz,15,0
CPCT02030410T.purple.somatic.vcf.gz,14,2
CPCT02030414T.purple.somatic.vcf.gz,62,1
CPCT02030415T.purple.somatic.vcf.gz,2579,27
CPCT02030416T.purple.somatic.vcf.gz,17,0
CPCT02030417T.purple.somatic.vcf.gz,19,0
CPCT02030421T.purple.somatic.vcf.gz,22,1
CPCT02030422T.purple.somatic.vcf.gz,33,1
CPCT02030425T.purple.somatic.vcf.gz,96,0
CPCT02030426T.purple.somatic.vcf.gz,16,0
CPCT02030428T.purple.somatic.vcf.gz,6,0
CPCT02030430T.purple.somatic.vcf.gz,115,33
CPCT02030431T.purple.somatic.vcf.gz,70,0
CPCT02030434T.purple.somatic.vcf.gz,23,0
CPCT02030435T.purple.somatic.vcf.gz,205,0
CPCT02030437T.purple.somatic.vcf.gz,446,0
CPCT02030440T.purple.somatic.vcf.gz,186,0
CPCT02030441T.purple.somatic.vcf.gz,16,0
CPCT02030442T.purple.somatic.vcf.gz,567,4
CPCT02030443T.purple.somatic.vcf.gz,212,0
CPCT02030445T.purple.somatic.vcf.gz,22,0
CPCT02030447T.purple.somatic.vcf.gz,70,3
CPCT02030448T.purple.somatic.vcf.gz,58,0
CPCT02030450T.purple.somatic.vcf.gz,5,0
CPCT02030451T.purple.somatic.vcf.gz,46,0
CPCT02030453T.purple.somatic.vcf.gz,12,0
CPCT02030454T.purple.somatic.vcf.gz,160,0
CPCT02030455T.purple.somatic.vcf.gz,126,0
CPCT02030458T.purple.somatic.vcf.gz,11,0
CPCT02030459T.purple.somatic.vcf.gz,434,0
CPCT02030459TII.purple.somatic.vcf.gz,620,1
CPCT02030461T.purple.somatic.vcf.gz,8620,243
CPCT02030463T.purple.somatic.vcf.gz,14,0
CPCT02030464T.purple.somatic.vcf.gz,57,0
CPCT02030465T.purple.somatic.vcf.gz,14,0
CPCT02030466T.purple.somatic.vcf.gz,7,0
CPCT02030467T.purple.somatic.vcf.gz,22,1
CPCT02030468T.purple.somatic.vcf.gz,220,0
CPCT02030470T.purple.somatic.vcf.gz,1,0
CPCT02030471T.purple.somatic.vcf.gz,6,0
CPCT02030472T.purple.somatic.vcf.gz,100,0
CPCT02030476T.purple.somatic.vcf.gz,31,0
CPCT02030477T.purple.somatic.vcf.gz,3,0
CPCT02030478T.purple.somatic.vcf.gz,27,0
CPCT02030479T.purple.somatic.vcf.gz,4354,26
