X1,X2,X3
CPCT02080143T.purple.somatic.vcf.gz,22,0
CPCT02080152T.purple.somatic.vcf.gz,240,12
CPCT02080153T.purple.somatic.vcf.gz,185,4
CPCT02080156T.purple.somatic.vcf.gz,164,1
CPCT02080157T.purple.somatic.vcf.gz,430,61
CPCT02080158T.purple.somatic.vcf.gz,69,1
CPCT02080160T.purple.somatic.vcf.gz,155,0
CPCT02080162T.purple.somatic.vcf.gz,92,17
CPCT02080163T.purple.somatic.vcf.gz,11,0
CPCT02080164T.purple.somatic.vcf.gz,140,0
CPCT02080168T.purple.somatic.vcf.gz,24,1
CPCT02080169T.purple.somatic.vcf.gz,19,0
CPCT02080170T.purple.somatic.vcf.gz,36,0
CPCT02080173T.purple.somatic.vcf.gz,9,0
CPCT02080174T.purple.somatic.vcf.gz,48,1
CPCT02080175T.purple.somatic.vcf.gz,41,0
CPCT02080177T.purple.somatic.vcf.gz,77,0
CPCT02080179T.purple.somatic.vcf.gz,56,0
CPCT02080180T.purple.somatic.vcf.gz,66,0
CPCT02080181T.purple.somatic.vcf.gz,39,0
CPCT02080181TII.purple.somatic.vcf.gz,42,0
CPCT02080183T.purple.somatic.vcf.gz,11,0
CPCT02080184T.purple.somatic.vcf.gz,79,1
CPCT02080186T.purple.somatic.vcf.gz,104,0
CPCT02080188T.purple.somatic.vcf.gz,2243,9
CPCT02080191T.purple.somatic.vcf.gz,216,0
CPCT02080192T.purple.somatic.vcf.gz,32,0
CPCT02080193T.purple.somatic.vcf.gz,119,0
CPCT02080196T.purple.somatic.vcf.gz,6,0
CPCT02080197T.purple.somatic.vcf.gz,211,0
CPCT02080198T.purple.somatic.vcf.gz,50,0
CPCT02080200T.purple.somatic.vcf.gz,31,0
CPCT02080204T.purple.somatic.vcf.gz,35,0
CPCT02080205T.purple.somatic.vcf.gz,3728,16
CPCT02080206T.purple.somatic.vcf.gz,8,0
CPCT02080207T.purple.somatic.vcf.gz,396,2
CPCT02080208T.purple.somatic.vcf.gz,33,0
CPCT02080215T.purple.somatic.vcf.gz,116,0
CPCT02080216T.purple.somatic.vcf.gz,152,0
CPCT02080218T.purple.somatic.vcf.gz,57,0
CPCT02080220T.purple.somatic.vcf.gz,28,0
CPCT02080221T.purple.somatic.vcf.gz,5,2
CPCT02080223T.purple.somatic.vcf.gz,111,0
CPCT02080224T.purple.somatic.vcf.gz,64,0
CPCT02080225T.purple.somatic.vcf.gz,45,0
CPCT02080226T.purple.somatic.vcf.gz,171,1
CPCT02080227T.purple.somatic.vcf.gz,28,0
CPCT02080228T.purple.somatic.vcf.gz,55,0
CPCT02080229T.purple.somatic.vcf.gz,261,0
CPCT02080230T.purple.somatic.vcf.gz,7,1
CPCT02080232T.purple.somatic.vcf.gz,117,7
CPCT02080234T.purple.somatic.vcf.gz,11133,96
CPCT02080236T.purple.somatic.vcf.gz,67,0
CPCT02080238T.purple.somatic.vcf.gz,27,0
CPCT02080239T.purple.somatic.vcf.gz,454,0
CPCT02080240T.purple.somatic.vcf.gz,293,0
CPCT02080242T.purple.somatic.vcf.gz,2025,5
CPCT02080243T.purple.somatic.vcf.gz,225,1
CPCT02080244T.purple.somatic.vcf.gz,202,0
CPCT02080247T.purple.somatic.vcf.gz,57,0
CPCT02080248T.purple.somatic.vcf.gz,17,0
CPCT02080250T.purple.somatic.vcf.gz,35,0
CPCT02080251T.purple.somatic.vcf.gz,488,0
CPCT02080253T.purple.somatic.vcf.gz,97,1
CPCT02080254T.purple.somatic.vcf.gz,12,0
CPCT02080255T.purple.somatic.vcf.gz,211,7
CPCT02080256T.purple.somatic.vcf.gz,29,0
CPCT02080257T.purple.somatic.vcf.gz,10,0
CPCT02080259T.purple.somatic.vcf.gz,655,4
CPCT02080261T.purple.somatic.vcf.gz,53,0
CPCT02080263T.purple.somatic.vcf.gz,16,0
CPCT02080266T.purple.somatic.vcf.gz,87,1
CPCT02080266TII.purple.somatic.vcf.gz,74,1
CPCT02080269T.purple.somatic.vcf.gz,2884,26
CPCT02080270T.purple.somatic.vcf.gz,1002,2
CPCT02080271T.purple.somatic.vcf.gz,460,1
CPCT02080273T.purple.somatic.vcf.gz,454,397
CPCT02080275T.purple.somatic.vcf.gz,2481,21
CPCT02080280T.purple.somatic.vcf.gz,1957,15
CPCT02080281T.purple.somatic.vcf.gz,22,0
CPCT02080282T.purple.somatic.vcf.gz,655,1
CPCT02080283T.purple.somatic.vcf.gz,287,2
CPCT02080284T.purple.somatic.vcf.gz,201,0
CPCT02080285T.purple.somatic.vcf.gz,41,0
CPCT02080286T.purple.somatic.vcf.gz,20,0
CPCT02080287T.purple.somatic.vcf.gz,712,0
CPCT02080288T.purple.somatic.vcf.gz,6,0
CPCT02080290T.purple.somatic.vcf.gz,74,0
CPCT02080291T.purple.somatic.vcf.gz,22,1
CPCT02080292T.purple.somatic.vcf.gz,12,0
CPCT02080294T.purple.somatic.vcf.gz,54,0
CPCT02080295T.purple.somatic.vcf.gz,259,1
CPCT02080296T.purple.somatic.vcf.gz,176,0
CPCT02080297T.purple.somatic.vcf.gz,38,0
CPCT02080300T.purple.somatic.vcf.gz,19,0
CPCT02080302T.purple.somatic.vcf.gz,138,0
CPCT02080303T.purple.somatic.vcf.gz,835,3
CPCT02080304T.purple.somatic.vcf.gz,26,0
CPCT02080307T.purple.somatic.vcf.gz,1343,4
CPCT02080308T.purple.somatic.vcf.gz,118,1
CPCT02080311T.purple.somatic.vcf.gz,552,0
CPCT02080312T.purple.somatic.vcf.gz,6,0
CPCT02080313T.purple.somatic.vcf.gz,475,1
CPCT02080314T.purple.somatic.vcf.gz,1922,19
CPCT02080315T.purple.somatic.vcf.gz,286,2
CPCT02090002T.purple.somatic.vcf.gz,1836,3
CPCT02090003T.purple.somatic.vcf.gz,34,0
CPCT02090004T.purple.somatic.vcf.gz,297,1
CPCT02090005T.purple.somatic.vcf.gz,7325,75
CPCT02090006T.purple.somatic.vcf.gz,25,0
CPCT02090009T.purple.somatic.vcf.gz,925,3
CPCT02090011T.purple.somatic.vcf.gz,198,0
CPCT02090012T.purple.somatic.vcf.gz,39,0
CPCT02090014T.purple.somatic.vcf.gz,85,0
CPCT02090015T.purple.somatic.vcf.gz,750,1
CPCT02090018T.purple.somatic.vcf.gz,69,0
CPCT02090019T.purple.somatic.vcf.gz,236,2
CPCT02090020T.purple.somatic.vcf.gz,5,0
CPCT02090021T.purple.somatic.vcf.gz,138,0
CPCT02090023T.purple.somatic.vcf.gz,359,4
CPCT02090026T.purple.somatic.vcf.gz,187,14
CPCT02090027T.purple.somatic.vcf.gz,23,0
CPCT02090028T.purple.somatic.vcf.gz,218,0
CPCT02090030T.purple.somatic.vcf.gz,28,3
CPCT02090031T.purple.somatic.vcf.gz,91,1
CPCT02090032T.purple.somatic.vcf.gz,2191,5
CPCT02090033T.purple.somatic.vcf.gz,37,0
CPCT02090034T.purple.somatic.vcf.gz,27,0
CPCT02090035T.purple.somatic.vcf.gz,537,1
CPCT02090036T.purple.somatic.vcf.gz,30,0
CPCT02090037T.purple.somatic.vcf.gz,102,2
CPCT02090038T.purple.somatic.vcf.gz,18,0
CPCT02090039T.purple.somatic.vcf.gz,16,0
CPCT02090042T.purple.somatic.vcf.gz,18,0
CPCT02090043T.purple.somatic.vcf.gz,10,0
CPCT02090044T.purple.somatic.vcf.gz,7377,39
CPCT02090047T.purple.somatic.vcf.gz,206,0
CPCT02090049T.purple.somatic.vcf.gz,16,0
CPCT02090050T.purple.somatic.vcf.gz,150,0
CPCT02090052T.purple.somatic.vcf.gz,21,0
CPCT02090053T.purple.somatic.vcf.gz,13,0
CPCT02090054T.purple.somatic.vcf.gz,611,4
CPCT02090057T.purple.somatic.vcf.gz,14,0
CPCT02090058T.purple.somatic.vcf.gz,22,1
CPCT02090059T.purple.somatic.vcf.gz,291,1
CPCT02090060T.purple.somatic.vcf.gz,43,0
CPCT02090062T.purple.somatic.vcf.gz,28,0
CPCT02090063T.purple.somatic.vcf.gz,8,1
CPCT02090064T.purple.somatic.vcf.gz,5,0
CPCT02090065T.purple.somatic.vcf.gz,37,1
CPCT02100011T.purple.somatic.vcf.gz,9,0
CPCT02100013T.purple.somatic.vcf.gz,152,1
CPCT02100013TII.purple.somatic.vcf.gz,176,1
CPCT02100017T.purple.somatic.vcf.gz,68,0
CPCT02100019T.purple.somatic.vcf.gz,727,484
CPCT02100020T.purple.somatic.vcf.gz,73,0
CPCT02100021T.purple.somatic.vcf.gz,30,0
CPCT02100023T.purple.somatic.vcf.gz,50,0
CPCT02100024T.purple.somatic.vcf.gz,22,1
CPCT02100026T.purple.somatic.vcf.gz,76,0
CPCT02100027T.purple.somatic.vcf.gz,12,0
CPCT02100028T.purple.somatic.vcf.gz,24,2
CPCT02100029T.purple.somatic.vcf.gz,60,0
CPCT02100030T.purple.somatic.vcf.gz,112,0
CPCT02100032T.purple.somatic.vcf.gz,166,3
CPCT02100033T.purple.somatic.vcf.gz,699,2
CPCT02100035T.purple.somatic.vcf.gz,18,0
CPCT02100036T.purple.somatic.vcf.gz,56,0
CPCT02100037T.purple.somatic.vcf.gz,16,0
CPCT02100039T.purple.somatic.vcf.gz,158,1
CPCT02100041T.purple.somatic.vcf.gz,21,0
CPCT02100042T.purple.somatic.vcf.gz,685,1
CPCT02100043T.purple.somatic.vcf.gz,5,0
CPCT02100044T.purple.somatic.vcf.gz,80,0
CPCT02100048T.purple.somatic.vcf.gz,52,0
CPCT02100049T.purple.somatic.vcf.gz,84,0
CPCT02100050T.purple.somatic.vcf.gz,13,0
CPCT02100051T.purple.somatic.vcf.gz,19,0
CPCT02100055T.purple.somatic.vcf.gz,47,1
CPCT02100056T.purple.somatic.vcf.gz,179,2
CPCT02100057T.purple.somatic.vcf.gz,53,0
CPCT02100058T.purple.somatic.vcf.gz,161,2
CPCT02100061T.purple.somatic.vcf.gz,78,4
CPCT02100064T.purple.somatic.vcf.gz,81,2
CPCT02100066T.purple.somatic.vcf.gz,107,1
CPCT02100067T.purple.somatic.vcf.gz,37,0
CPCT02100067TII.purple.somatic.vcf.gz,40,1
CPCT02100072T.purple.somatic.vcf.gz,56,0
CPCT02100074T.purple.somatic.vcf.gz,10,0
CPCT02100075T.purple.somatic.vcf.gz,17,0
CPCT02100076T.purple.somatic.vcf.gz,466,2
CPCT02100077T.purple.somatic.vcf.gz,36,0
CPCT02100079T.purple.somatic.vcf.gz,26,0
CPCT02100081T.purple.somatic.vcf.gz,19,0
CPCT02100084T.purple.somatic.vcf.gz,21,1
CPCT02100085T.purple.somatic.vcf.gz,7,3
CPCT02100086T.purple.somatic.vcf.gz,99,1
CPCT02100089T.purple.somatic.vcf.gz,12,0
CPCT02100090T.purple.somatic.vcf.gz,11,0
CPCT02100091T.purple.somatic.vcf.gz,95,11
CPCT02100092T.purple.somatic.vcf.gz,16,0
CPCT02100093T.purple.somatic.vcf.gz,66,1
CPCT02100094T.purple.somatic.vcf.gz,12,0
CPCT02100095T.purple.somatic.vcf.gz,14,0
CPCT02100098T.purple.somatic.vcf.gz,88,1
CPCT02100101T.purple.somatic.vcf.gz,70,14
CPCT02100102T.purple.somatic.vcf.gz,22,0
CPCT02100104T.purple.somatic.vcf.gz,32,0
CPCT02100105T.purple.somatic.vcf.gz,203,4
CPCT02100106T.purple.somatic.vcf.gz,47,0
CPCT02100107T.purple.somatic.vcf.gz,122,1
CPCT02100108T.purple.somatic.vcf.gz,19,0
CPCT02100110T.purple.somatic.vcf.gz,186,2
CPCT02100112T.purple.somatic.vcf.gz,38,1
CPCT02100115T.purple.somatic.vcf.gz,10,0
CPCT02100116T.purple.somatic.vcf.gz,62,0
CPCT02100117T.purple.somatic.vcf.gz,96,0
CPCT02100119T.purple.somatic.vcf.gz,155,0
CPCT02100120T.purple.somatic.vcf.gz,148,5
CPCT02100121T.purple.somatic.vcf.gz,25,1
CPCT02100122T.purple.somatic.vcf.gz,11,0
CPCT02100125T.purple.somatic.vcf.gz,19,0
CPCT02100126T.purple.somatic.vcf.gz,123,6
CPCT02100127T.purple.somatic.vcf.gz,137,3
CPCT02100129T.purple.somatic.vcf.gz,11,0
CPCT02100130T.purple.somatic.vcf.gz,40,0
CPCT02100131T.purple.somatic.vcf.gz,105,0
CPCT02100132T.purple.somatic.vcf.gz,78,0
CPCT02100133T.purple.somatic.vcf.gz,38,0
CPCT02100134T.purple.somatic.vcf.gz,28,0
CPCT02100135T.purple.somatic.vcf.gz,10,0
CPCT02100137T.purple.somatic.vcf.gz,18,0
CPCT02100138T.purple.somatic.vcf.gz,90,2
CPCT02100139T.purple.somatic.vcf.gz,34,0
CPCT02100140T.purple.somatic.vcf.gz,47,2
CPCT02100141T.purple.somatic.vcf.gz,129,7
CPCT02100144T.purple.somatic.vcf.gz,371,3
CPCT02100145T.purple.somatic.vcf.gz,740,1
CPCT02100147T.purple.somatic.vcf.gz,18,0
CPCT02100149T.purple.somatic.vcf.gz,1252,1
CPCT02100151T.purple.somatic.vcf.gz,12,1
CPCT02100152T.purple.somatic.vcf.gz,187,1
CPCT02100156T.purple.somatic.vcf.gz,634,1
CPCT02100157T.purple.somatic.vcf.gz,16,0
CPCT02100159T.purple.somatic.vcf.gz,21,0
CPCT02100161T.purple.somatic.vcf.gz,115,1
CPCT02100163T.purple.somatic.vcf.gz,51,0
CPCT02100164T.purple.somatic.vcf.gz,47,0
CPCT02100165T.purple.somatic.vcf.gz,102,0
CPCT02100166T.purple.somatic.vcf.gz,43,10
CPCT02100169T.purple.somatic.vcf.gz,36,1
CPCT02100170T.purple.somatic.vcf.gz,41,0
CPCT02100172T.purple.somatic.vcf.gz,23,0
CPCT02100173T.purple.somatic.vcf.gz,107,0
CPCT02100174T.purple.somatic.vcf.gz,90,0
CPCT02100176T.purple.somatic.vcf.gz,133,1
CPCT02100178T.purple.somatic.vcf.gz,55,0
CPCT02100182T.purple.somatic.vcf.gz,57,0
CPCT02100184T.purple.somatic.vcf.gz,762,1
CPCT02100186T.purple.somatic.vcf.gz,100,2
CPCT02100187T.purple.somatic.vcf.gz,48,0
CPCT02100188T.purple.somatic.vcf.gz,13,0
CPCT02100189T.purple.somatic.vcf.gz,29,0
CPCT02100190T.purple.somatic.vcf.gz,75,2
CPCT02100194T.purple.somatic.vcf.gz,23,0
CPCT02100195T.purple.somatic.vcf.gz,18,0
CPCT02100200T.purple.somatic.vcf.gz,110,1
CPCT02100201T.purple.somatic.vcf.gz,189,2
CPCT02100202T.purple.somatic.vcf.gz,110,0
CPCT02100203T.purple.somatic.vcf.gz,26,0
CPCT02110002T.purple.somatic.vcf.gz,1125,3
CPCT02110003T.purple.somatic.vcf.gz,21,0
CPCT02110004T.purple.somatic.vcf.gz,13,0
CPCT02110007T.purple.somatic.vcf.gz,115,0
CPCT02110008T.purple.somatic.vcf.gz,207,3
CPCT02110010T.purple.somatic.vcf.gz,126,1
CPCT02110011T.purple.somatic.vcf.gz,31,0
CPCT02110012T.purple.somatic.vcf.gz,8,0
CPCT02110013T.purple.somatic.vcf.gz,489,4
CPCT02110015T.purple.somatic.vcf.gz,2252,2
CPCT02110016T.purple.somatic.vcf.gz,46,1
CPCT02110017T.purple.somatic.vcf.gz,524,1
CPCT02110018T.purple.somatic.vcf.gz,56,2
CPCT02110020T.purple.somatic.vcf.gz,13,0
CPCT02110023T.purple.somatic.vcf.gz,21,0
CPCT02110024T.purple.somatic.vcf.gz,1179,6
CPCT02110026T.purple.somatic.vcf.gz,689,1
CPCT02110028T.purple.somatic.vcf.gz,16,0
CPCT02110029T.purple.somatic.vcf.gz,32,0
CPCT02110030T.purple.somatic.vcf.gz,19,0
CPCT02110031T.purple.somatic.vcf.gz,196,0
CPCT02110032T.purple.somatic.vcf.gz,88,0
CPCT02110033T.purple.somatic.vcf.gz,269,1
CPCT02110035T.purple.somatic.vcf.gz,10,0
CPCT02110036T.purple.somatic.vcf.gz,15,0
CPCT02110039T.purple.somatic.vcf.gz,9,0
CPCT02110040T.purple.somatic.vcf.gz,79,1
CPCT02110041T.purple.somatic.vcf.gz,170,2
CPCT02110042T.purple.somatic.vcf.gz,73,1
CPCT02110046T.purple.somatic.vcf.gz,268,1
CPCT02110047T.purple.somatic.vcf.gz,53,2
CPCT02110049T.purple.somatic.vcf.gz,29,2
CPCT02110050T.purple.somatic.vcf.gz,74,2
CPCT02110056T.purple.somatic.vcf.gz,77,0
CPCT02110057T.purple.somatic.vcf.gz,5,1
CPCT02110059T.purple.somatic.vcf.gz,61,0
CPCT02110060T.purple.somatic.vcf.gz,18,0
CPCT02110061T.purple.somatic.vcf.gz,64,1
CPCT02110062T.purple.somatic.vcf.gz,331,2
CPCT02110063T.purple.somatic.vcf.gz,34,0
CPCT02110064T.purple.somatic.vcf.gz,434,1
CPCT02110069T.purple.somatic.vcf.gz,31,0
CPCT02110071T.purple.somatic.vcf.gz,465,1
CPCT02110073T.purple.somatic.vcf.gz,40,0
CPCT02110074T.purple.somatic.vcf.gz,35,1
CPCT02110075T.purple.somatic.vcf.gz,32,0
CPCT02110076T.purple.somatic.vcf.gz,149,0
CPCT02110077T.purple.somatic.vcf.gz,61,0
CPCT02110078T.purple.somatic.vcf.gz,102,0
CPCT02110079T.purple.somatic.vcf.gz,18,0
CPCT02110080T.purple.somatic.vcf.gz,49,0
CPCT02110083T.purple.somatic.vcf.gz,45,1
CPCT02120001T.purple.somatic.vcf.gz,75,0
CPCT02120002T.purple.somatic.vcf.gz,85,1
CPCT02120004T.purple.somatic.vcf.gz,140,0
CPCT02120005T.purple.somatic.vcf.gz,464,1
CPCT02120007T.purple.somatic.vcf.gz,121,2
CPCT02120008T.purple.somatic.vcf.gz,51,0
CPCT02120011T.purple.somatic.vcf.gz,89,2
CPCT02120012T.purple.somatic.vcf.gz,85,3
CPCT02120013T.purple.somatic.vcf.gz,734,4
CPCT02120014T.purple.somatic.vcf.gz,135,0
CPCT02120016T.purple.somatic.vcf.gz,142,0
CPCT02120018T.purple.somatic.vcf.gz,15,0
CPCT02120020T.purple.somatic.vcf.gz,297,0
CPCT02120021T.purple.somatic.vcf.gz,210,1
CPCT02120022T.purple.somatic.vcf.gz,71,0
CPCT02120023T.purple.somatic.vcf.gz,198,1
CPCT02120024T.purple.somatic.vcf.gz,42,0
CPCT02120027T.purple.somatic.vcf.gz,103,1
CPCT02120028T.purple.somatic.vcf.gz,71,0
CPCT02120029T.purple.somatic.vcf.gz,23,0
CPCT02120030T.purple.somatic.vcf.gz,41,1
CPCT02120031T.purple.somatic.vcf.gz,233,1
CPCT02120032T.purple.somatic.vcf.gz,65,3
CPCT02120033T.purple.somatic.vcf.gz,62,0
CPCT02120037T.purple.somatic.vcf.gz,2088,15
CPCT02120040T.purple.somatic.vcf.gz,2017,13
CPCT02120041T.purple.somatic.vcf.gz,71,0
CPCT02120042T.purple.somatic.vcf.gz,621,680
CPCT02120044T.purple.somatic.vcf.gz,56,0
CPCT02120047T.purple.somatic.vcf.gz,31,1
CPCT02120047TII.purple.somatic.vcf.gz,43,0
CPCT02120048T.purple.somatic.vcf.gz,53,3
CPCT02120050T.purple.somatic.vcf.gz,10,0
CPCT02120051T.purple.somatic.vcf.gz,173,0
CPCT02120052T.purple.somatic.vcf.gz,69,1
CPCT02120053T.purple.somatic.vcf.gz,1409,7
CPCT02120054T.purple.somatic.vcf.gz,159,2
CPCT02120055T.purple.somatic.vcf.gz,255,2
CPCT02120056T.purple.somatic.vcf.gz,66,0
CPCT02120057T.purple.somatic.vcf.gz,137,1
CPCT02120058T.purple.somatic.vcf.gz,875,6
CPCT02120059T.purple.somatic.vcf.gz,77,0
CPCT02120061T.purple.somatic.vcf.gz,26,0
CPCT02120062T.purple.somatic.vcf.gz,12766,218
CPCT02120063T.purple.somatic.vcf.gz,68,2
CPCT02120066T.purple.somatic.vcf.gz,362,3
CPCT02120069T.purple.somatic.vcf.gz,100,0
CPCT02120070T.purple.somatic.vcf.gz,952,2
CPCT02120073T.purple.somatic.vcf.gz,125,0
CPCT02120074T.purple.somatic.vcf.gz,17,0
CPCT02120077T.purple.somatic.vcf.gz,463,2
CPCT02120078T.purple.somatic.vcf.gz,597,1
CPCT02120079T.purple.somatic.vcf.gz,22,1
CPCT02120080T.purple.somatic.vcf.gz,35,0
CPCT02120085T.purple.somatic.vcf.gz,95,1
CPCT02120087T.purple.somatic.vcf.gz,36,0
CPCT02120088T.purple.somatic.vcf.gz,42,0
CPCT02120090T.purple.somatic.vcf.gz,96,1
CPCT02120091T.purple.somatic.vcf.gz,239,2
CPCT02120095T.purple.somatic.vcf.gz,2952,15
CPCT02120096T.purple.somatic.vcf.gz,138,0
CPCT02120097T.purple.somatic.vcf.gz,649,1
CPCT02120098T.purple.somatic.vcf.gz,1414,1
CPCT02120099T.purple.somatic.vcf.gz,13,0
CPCT02120100T.purple.somatic.vcf.gz,48,2
CPCT02120101T.purple.somatic.vcf.gz,17,0
CPCT02120102T.purple.somatic.vcf.gz,30,0
CPCT02120103T.purple.somatic.vcf.gz,27,1
CPCT02120105T.purple.somatic.vcf.gz,1701,13
CPCT02120107T.purple.somatic.vcf.gz,548,0
CPCT02120108T.purple.somatic.vcf.gz,117,0
CPCT02120110T.purple.somatic.vcf.gz,263,1
CPCT02120111T.purple.somatic.vcf.gz,6,0
CPCT02120112T.purple.somatic.vcf.gz,137,1
CPCT02120114T.purple.somatic.vcf.gz,55,0
CPCT02120117T.purple.somatic.vcf.gz,165,1
CPCT02120118T.purple.somatic.vcf.gz,22,0
CPCT02120119T.purple.somatic.vcf.gz,58,0
CPCT02120120T.purple.somatic.vcf.gz,7,0
CPCT02120121T.purple.somatic.vcf.gz,8,0
CPCT02120124T.purple.somatic.vcf.gz,99,0
CPCT02120125T.purple.somatic.vcf.gz,1461,2
CPCT02120131T.purple.somatic.vcf.gz,11,0
CPCT02120132T.purple.somatic.vcf.gz,58,0
CPCT02120136T.purple.somatic.vcf.gz,69,0
CPCT02120137T.purple.somatic.vcf.gz,37,0
CPCT02120138T.purple.somatic.vcf.gz,176,1
CPCT02120140T.purple.somatic.vcf.gz,262,1
CPCT02120143T.purple.somatic.vcf.gz,69,0
CPCT02120144T.purple.somatic.vcf.gz,20,0
CPCT02120145T.purple.somatic.vcf.gz,198,0
CPCT02120147T.purple.somatic.vcf.gz,1601,3
CPCT02120148T.purple.somatic.vcf.gz,20,0
CPCT02120149T.purple.somatic.vcf.gz,83,0
CPCT02120150T.purple.somatic.vcf.gz,127,0
CPCT02120152T.purple.somatic.vcf.gz,95,0
CPCT02120153T.purple.somatic.vcf.gz,131,1
CPCT02120154T.purple.somatic.vcf.gz,18,0
CPCT02120158T.purple.somatic.vcf.gz,62,0
CPCT02120160T.purple.somatic.vcf.gz,45,1
CPCT02120161T.purple.somatic.vcf.gz,1529,0
CPCT02120162T.purple.somatic.vcf.gz,24,3
CPCT02120164T.purple.somatic.vcf.gz,849,4
CPCT02120165T.purple.somatic.vcf.gz,31,0
CPCT02120167T.purple.somatic.vcf.gz,871,1
CPCT02120168T.purple.somatic.vcf.gz,48,0
CPCT02120171T.purple.somatic.vcf.gz,301,1
CPCT02120172T.purple.somatic.vcf.gz,30,0
CPCT02120176T.purple.somatic.vcf.gz,115,0
CPCT02120177T.purple.somatic.vcf.gz,87,0
CPCT02120179T.purple.somatic.vcf.gz,15,0
CPCT02120180T.purple.somatic.vcf.gz,480,2
CPCT02120182T.purple.somatic.vcf.gz,167,0
CPCT02120183T.purple.somatic.vcf.gz,265,0
CPCT02120184T.purple.somatic.vcf.gz,434,0
CPCT02120187T.purple.somatic.vcf.gz,525,0
CPCT02120189T.purple.somatic.vcf.gz,2046,8
CPCT02120191T.purple.somatic.vcf.gz,702,1
CPCT02120193T.purple.somatic.vcf.gz,521,0
CPCT02120195T.purple.somatic.vcf.gz,95,0
CPCT02120198T.purple.somatic.vcf.gz,1354,4
CPCT02120199T.purple.somatic.vcf.gz,547,2
CPCT02120200T.purple.somatic.vcf.gz,41,0
CPCT02120203T.purple.somatic.vcf.gz,193,2
CPCT02120204T.purple.somatic.vcf.gz,654,2
CPCT02120206T.purple.somatic.vcf.gz,47,0
CPCT02130003T.purple.somatic.vcf.gz,21,0
CPCT02130006T.purple.somatic.vcf.gz,67,0
CPCT02130010T.purple.somatic.vcf.gz,77,0
CPCT02130013T.purple.somatic.vcf.gz,572,0
CPCT02130014T.purple.somatic.vcf.gz,25,0
CPCT02130019T.purple.somatic.vcf.gz,22,0
CPCT02130024T.purple.somatic.vcf.gz,38,1
CPCT02130025T.purple.somatic.vcf.gz,28,0
CPCT02130027T.purple.somatic.vcf.gz,33,1
CPCT02130028T.purple.somatic.vcf.gz,22,2
CPCT02130029T.purple.somatic.vcf.gz,9,0
CPCT02130030T.purple.somatic.vcf.gz,58,1
CPCT02130031T.purple.somatic.vcf.gz,141,3
CPCT02130032T.purple.somatic.vcf.gz,18,0
CPCT02130033T.purple.somatic.vcf.gz,54,0
CPCT02130034T.purple.somatic.vcf.gz,186,0
CPCT02130035T.purple.somatic.vcf.gz,23,0
CPCT02130041T.purple.somatic.vcf.gz,125,4
CPCT02130044T.purple.somatic.vcf.gz,30,0
CPCT02130046T.purple.somatic.vcf.gz,90,0
CPCT02130047T.purple.somatic.vcf.gz,42,0
CPCT02130048T.purple.somatic.vcf.gz,101,0
CPCT02130049T.purple.somatic.vcf.gz,462,11
CPCT02130050T.purple.somatic.vcf.gz,141,0
CPCT02130051T.purple.somatic.vcf.gz,160,0
CPCT02130054T.purple.somatic.vcf.gz,13,0
CPCT02130056T.purple.somatic.vcf.gz,107,0
CPCT02130057T.purple.somatic.vcf.gz,234,0
CPCT02130059T.purple.somatic.vcf.gz,177,0
CPCT02130062T.purple.somatic.vcf.gz,121,0
CPCT02130063T.purple.somatic.vcf.gz,107,1
CPCT02130064T.purple.somatic.vcf.gz,40,0
CPCT02130065T.purple.somatic.vcf.gz,7,1
CPCT02130066T.purple.somatic.vcf.gz,197,1
CPCT02130067T.purple.somatic.vcf.gz,251,0
CPCT02130069T.purple.somatic.vcf.gz,43,1
CPCT02130070T.purple.somatic.vcf.gz,151,0
CPCT02130071T.purple.somatic.vcf.gz,169,1
CPCT02130079T.purple.somatic.vcf.gz,25,0
CPCT02130082T.purple.somatic.vcf.gz,24,0
CPCT02130084T.purple.somatic.vcf.gz,38,0
CPCT02130085T.purple.somatic.vcf.gz,94,0
CPCT02130087T.purple.somatic.vcf.gz,83,1
CPCT02130089T.purple.somatic.vcf.gz,64,0
CPCT02130091T.purple.somatic.vcf.gz,384,4
CPCT02130093T.purple.somatic.vcf.gz,137,0
CPCT02130094T.purple.somatic.vcf.gz,187,0
CPCT02130095T.purple.somatic.vcf.gz,114,0
CPCT02130096T.purple.somatic.vcf.gz,348,0
CPCT02130103T.purple.somatic.vcf.gz,72,0
CPCT02130105T.purple.somatic.vcf.gz,145,0
CPCT02130107T.purple.somatic.vcf.gz,93,0
CPCT02130116T.purple.somatic.vcf.gz,37,0
CPCT02130118T.purple.somatic.vcf.gz,30,0
CPCT02130120T.purple.somatic.vcf.gz,26,0
CPCT02130122T.purple.somatic.vcf.gz,36,0
CPCT02130125T.purple.somatic.vcf.gz,43,0
CPCT02130127T.purple.somatic.vcf.gz,140,0
CPCT02130129T.purple.somatic.vcf.gz,8,0
CPCT02130131T.purple.somatic.vcf.gz,120,0
CPCT02130133T.purple.somatic.vcf.gz,34,0
CPCT02130134T.purple.somatic.vcf.gz,30,1
CPCT02130137T.purple.somatic.vcf.gz,48,2
CPCT02130138T.purple.somatic.vcf.gz,54,0
CPCT02130139T.purple.somatic.vcf.gz,58,0
CPCT02130140T.purple.somatic.vcf.gz,344,82
CPCT02130142T.purple.somatic.vcf.gz,753,2
CPCT02130144T.purple.somatic.vcf.gz,191,0
